Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
08/01/2021,215,3,15,26,54,51,28,25,22,7,2,0,108,106,1,53,7,55,70,9,21,0,2,0,1,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,1,4,3,1,5,0,1,0,5,10,0,4,0,5,3,1,2
06/20/2021,27,1,5,6,6,4,4,2,5,0,0,0,16,11,0,9,0,6,5,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,3,2,0,3,0,2,0,0,0
07/02/2021,54,1,4,5,11,10,12,6,7,3,0,0,32,22,0,10,2,14,20,5,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,4,0,0,0,0,4,0,0,0
05/29/2020,458,20,50,33,113,70,85,75,42,18,22,0,247,207,4,227,10,112,42,16,51,0,0,0,1,3,5,6,5,0,11,9,0,7,0,11,1,1,0,3,0,4,7,11,9,8,8,0,31,19,0,12,1,26,9,1,1
06/24/2020,245,9,26,22,77,56,28,34,11,9,8,0,143,101,1,91,5,59,54,6,30,0,0,0,0,3,4,1,1,0,5,4,0,6,1,2,0,0,0,0,7,4,1,4,3,6,1,0,19,7,0,6,0,16,4,0,0
05/08/2020,921,43,98,52,168,191,196,154,82,44,34,0,453,466,2,507,19,157,98,34,106,0,0,0,1,4,12,12,14,0,21,22,0,15,0,15,13,0,0,0,7,8,9,19,19,13,23,0,47,51,0,41,3,36,12,3,3
03/14/2021,180,4,15,24,53,36,31,17,14,5,0,0,85,95,0,39,8,33,73,10,17,0,0,0,0,0,2,1,1,0,2,2,0,1,0,2,1,0,0,0,0,3,1,4,4,2,1,0,8,7,0,1,0,9,4,1,0
09/17/2022,247,0,21,44,46,34,34,25,26,19,19,0,135,111,1,60,14,67,62,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,4,5,3,0,9,12,0,6,0,5,6,2,2
09/01/2020,330,3,17,34,97,70,38,45,32,8,6,0,177,153,0,142,5,58,85,6,34,0,0,0,0,0,2,1,0,0,2,1,0,2,0,0,1,0,0,0,1,2,6,2,2,2,2,0,9,8,0,4,0,8,3,1,1
12/31/2022,252,2,35,27,36,45,24,33,31,32,23,1,150,102,0,71,12,69,67,13,20,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,4,1,3,1,4,6,6,9,1,15,20,0,9,0,12,12,1,1
,1593,0,640,267,301,259,265,228,182,66,25,0,835,752,6,325,48,180,242,100,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,78,65,87,97,110,93,78,0,311,329,0,201,41,232,125,31,10
02/13/2023,457,1,32,113,60,62,54,63,51,28,26,0,265,189,3,101,27,160,90,32,47,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,2,4,1,2,2,5,14,0,18,14,0,6,1,13,9,3,0
07/31/2022,449,1,25,76,93,71,51,67,47,28,16,0,259,187,3,101,30,117,123,23,55,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,3,3,4,3,2,6,0,13,12,0,5,1,9,6,3,1
03/01/2022,188,6,4,60,31,28,23,17,15,5,9,0,102,84,2,35,7,26,57,13,50,0,0,0,0,0,1,2,3,0,4,2,0,2,0,2,2,0,0,2,0,1,0,0,0,0,1,0,2,2,0,1,0,2,1,0,0
10/29/2021,370,2,15,81,65,72,67,37,29,14,5,0,183,186,1,77,25,73,105,49,41,0,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,2,2,4,5,1,0,6,9,0,4,0,7,3,1,0
03/02/2021,329,7,26,46,104,62,44,31,25,11,6,0,183,146,0,94,21,62,101,12,39,0,0,0,0,1,0,2,4,0,4,3,0,4,1,2,0,0,0,0,3,2,4,5,1,7,4,0,16,10,0,12,1,6,5,1,1
05/23/2022,1358,1,29,335,255,238,163,181,100,57,29,0,757,591,10,270,135,270,393,68,222,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,2,2,2,6,5,6,4,0,19,10,0,3,1,13,11,1,0
04/16/2022,356,1,7,40,79,87,66,31,31,13,9,0,190,155,11,38,32,39,160,33,54,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,2,1,0,3,4,0,1,0,4,2,0,0
05/19/2021,278,7,34,45,70,64,25,30,33,7,4,0,148,130,0,76,7,125,38,9,23,0,0,0,1,1,0,2,3,0,6,1,0,1,1,3,2,0,0,0,6,4,4,7,6,6,1,0,18,16,0,4,0,26,3,1,0
04/06/2021,858,4,56,134,234,185,126,90,56,18,15,0,440,417,1,232,64,250,211,27,74,0,0,0,0,1,3,0,0,0,0,4,0,3,0,1,0,0,0,0,2,7,8,15,8,8,8,0,26,30,0,13,2,32,5,2,2
10/06/2022,360,0,19,74,50,55,42,41,53,25,20,0,200,159,1,91,13,128,83,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,1,3,7,0,12,7,0,3,1,10,5,0,0
03/16/2022,234,2,12,52,52,56,32,21,13,7,0,1,108,122,4,34,12,29,103,24,32,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,2,2,2,1,0,1,4,0,0,8,4,0,1,0,7,4,0,0
07/08/2021,76,0,2,13,30,16,5,6,3,3,0,0,43,33,0,17,1,22,21,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
07/22/2022,825,1,37,117,152,155,113,121,85,49,32,1,482,342,1,191,39,230,223,35,107,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,5,2,4,4,8,5,8,0,18,19,0,9,2,16,7,1,2
09/13/2021,554,7,42,129,127,120,64,46,35,24,9,0,278,276,0,104,23,172,125,50,80,0,0,2,1,0,3,1,0,0,1,6,0,4,0,2,1,0,0,1,3,3,7,10,7,7,4,0,25,17,0,6,0,26,9,0,1
06/05/2020,337,17,41,33,75,70,50,51,30,18,10,0,171,165,1,198,5,57,34,10,33,0,0,0,0,3,1,9,4,0,10,7,0,5,0,7,5,0,0,0,6,5,5,8,6,9,2,0,19,22,0,17,0,16,4,2,2
06/27/2022,924,3,39,105,198,186,143,120,101,48,23,0,533,384,7,197,79,206,254,39,149,0,0,0,0,0,1,1,1,0,0,3,0,0,0,2,1,0,0,0,4,6,2,2,7,8,10,0,20,19,0,5,1,20,13,0,0
11/26/2020,265,23,100,22,48,36,39,34,35,31,19,1,133,132,0,70,6,99,55,15,20,0,0,0,1,1,2,9,10,0,12,11,0,10,1,9,3,0,0,1,5,10,15,15,16,23,15,0,54,46,0,36,1,46,14,3,0
03/05/2020,1,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,3,3,0,0,0,3,3,0,0
07/27/2020,362,1,19,51,102,66,50,40,30,14,9,0,193,166,3,182,11,85,59,10,15,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,4,0,2,6,0,7,12,0,5,3,7,4,0,0
08/14/2021,405,6,43,77,102,100,49,33,29,12,3,0,215,190,0,101,17,99,127,10,51,0,0,1,0,1,4,0,0,0,2,4,0,0,0,5,1,0,0,1,4,6,5,15,6,5,1,0,20,23,0,12,1,17,11,2,0
12/16/2021,3985,11,99,694,1310,950,538,272,143,53,25,0,2169,1806,10,507,137,1151,1130,328,732,0,0,1,0,2,1,3,4,0,4,7,0,0,0,7,4,0,0,4,12,11,10,17,21,12,12,0,48,51,0,14,4,54,20,4,3
10/09/2020,668,4,29,67,172,168,100,69,52,27,13,0,325,341,2,275,12,99,207,26,49,0,0,0,1,0,1,1,1,0,0,4,0,1,0,0,2,0,1,2,2,4,4,5,4,3,5,0,14,15,0,8,0,10,10,1,0
01/04/2023,447,2,40,31,95,67,76,55,52,47,24,0,240,202,5,96,29,135,111,31,45,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,2,2,1,4,2,7,8,14,0,25,15,0,11,1,18,8,2,0
05/22/2022,622,0,33,116,115,117,110,65,54,30,15,0,353,269,0,130,72,82,225,33,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,5,3,7,0,18,15,0,8,2,11,10,2,0
01/16/2022,1149,30,114,234,209,224,143,153,89,59,38,0,628,519,2,296,71,175,332,74,201,0,0,0,0,3,5,7,15,0,17,13,0,6,2,18,4,0,0,7,7,11,14,25,14,15,21,0,58,56,0,28,5,50,22,5,4
08/30/2022,776,0,35,198,129,112,106,83,66,47,35,0,475,298,3,209,39,226,183,41,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,4,5,5,10,0,19,16,0,5,1,20,8,1,0
11/18/2022,436,0,37,90,47,81,58,46,46,33,35,0,238,192,6,118,19,129,99,18,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,3,4,7,12,0,18,19,0,8,0,17,10,1,1
08/17/2022,690,2,43,86,134,116,106,104,75,42,27,0,404,284,2,173,39,205,135,36,102,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,2,5,4,3,4,7,9,9,0,21,22,0,10,1,18,10,2,2
05/21/2021,245,6,24,53,49,44,36,33,18,6,6,0,140,105,0,51,11,110,42,3,28,0,1,0,0,1,2,1,1,0,3,3,0,2,0,4,0,0,0,0,2,1,1,8,6,4,2,0,18,6,0,1,0,18,2,1,2
08/18/2021,556,3,17,75,153,122,80,59,39,20,8,0,274,281,1,125,22,136,173,20,80,0,0,0,0,1,1,0,1,0,0,3,0,0,0,2,1,0,0,0,1,3,2,0,7,1,3,0,11,6,0,4,1,4,7,1,0
11/16/2020,2556,26,148,316,599,485,457,339,203,96,61,0,1327,1220,9,1059,75,450,586,101,285,0,0,1,1,4,5,8,7,0,9,17,0,15,2,5,4,0,0,0,14,9,17,20,31,31,26,0,68,80,0,47,8,59,28,6,0
03/08/2021,327,5,16,53,103,61,35,32,31,8,4,0,165,162,0,108,23,67,80,23,26,0,0,0,0,2,1,2,0,0,2,3,0,3,0,2,0,0,0,0,1,3,1,3,5,1,2,0,12,4,0,5,0,6,3,2,0
04/04/2022,518,0,12,135,116,95,81,33,36,17,5,0,253,260,5,74,55,43,216,37,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,1,3,0,0,4,8,0,3,0,4,5,0,0
08/29/2020,234,4,24,24,73,37,41,25,22,12,0,0,128,106,0,109,6,28,65,7,19,0,0,0,0,1,1,1,1,0,2,2,0,1,1,0,2,0,0,2,2,3,2,3,5,7,0,0,10,14,0,11,0,8,5,0,0
12/18/2021,2739,8,74,421,834,644,386,242,120,65,27,0,1480,1248,11,355,110,805,793,219,457,0,0,0,0,1,4,2,1,0,1,7,0,2,0,3,3,0,0,5,10,8,9,7,18,13,4,0,40,34,0,12,1,45,13,0,3
07/26/2021,326,2,20,61,91,77,34,33,19,6,5,0,178,148,0,53,10,92,98,17,56,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,5,1,4,3,1,3,3,0,10,10,0,3,0,14,3,0,0
07/06/2020,282,5,29,23,79,66,41,35,21,11,6,0,150,129,3,95,11,81,52,5,38,0,0,0,0,1,2,0,2,0,4,1,0,1,0,2,2,0,0,0,3,3,4,6,5,5,3,0,15,14,0,6,1,15,6,0,1
08/03/2022,928,1,43,124,231,166,111,128,90,52,26,0,556,366,6,231,59,217,227,48,146,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,2,8,6,6,11,6,0,20,23,0,9,0,20,14,0,0
12/08/2022,757,3,42,138,100,125,107,92,88,60,47,0,429,326,2,178,27,257,177,26,92,0,0,0,0,0,0,2,1,0,1,2,0,0,0,2,1,0,0,1,5,2,2,1,8,10,13,0,24,18,0,8,1,18,14,1,0
09/15/2022,388,0,21,81,70,50,46,52,41,29,19,0,223,164,1,101,28,121,83,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,3,4,5,3,0,6,15,0,7,2,5,7,0,0
07/16/2020,297,2,28,27,88,67,43,31,22,10,9,0,156,140,1,106,5,84,62,9,31,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,8,2,5,4,3,4,2,0,14,14,0,9,1,13,4,0,1
11/22/2021,781,3,35,189,151,155,111,77,55,22,20,1,403,373,5,142,22,190,229,59,139,0,0,0,0,0,2,1,0,0,2,1,0,1,0,2,0,0,0,0,1,6,4,5,7,7,5,0,18,17,0,6,0,14,10,3,2
04/29/2021,531,7,36,111,118,108,71,64,34,13,12,0,267,264,0,137,18,197,109,11,59,0,0,1,0,1,1,1,3,0,5,2,0,2,0,2,3,0,0,2,4,1,5,7,9,5,3,0,16,20,0,8,1,24,1,2,0
09/09/2022,470,1,25,78,86,71,62,62,53,25,33,0,278,192,0,124,29,114,122,23,58,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,3,1,4,2,7,6,0,15,10,0,6,0,10,9,0,0
07/15/2021,133,0,6,15,45,28,21,13,8,3,0,0,78,55,0,16,7,49,39,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,2,4,0,0,0,6,0,0,0
05/21/2020,798,34,107,75,174,137,119,122,78,50,43,0,417,372,9,426,28,161,67,26,90,0,0,1,0,3,13,11,6,0,14,20,0,17,1,6,10,0,0,1,9,11,16,16,23,19,12,0,53,54,0,47,8,39,8,4,1
05/20/2020,771,29,93,58,210,132,138,107,72,36,18,0,402,362,7,392,5,175,82,20,97,0,1,1,1,6,10,4,6,0,7,22,0,15,3,7,4,0,0,3,7,4,8,14,22,20,15,0,48,45,0,35,1,41,11,2,3
01/18/2021,715,14,60,85,143,163,107,80,82,33,22,0,392,323,0,228,40,146,181,35,85,0,0,0,1,2,6,2,3,0,3,11,0,5,0,6,3,0,0,1,5,4,2,6,23,8,11,0,26,34,0,14,1,31,11,1,2
08/25/2021,605,6,35,101,149,138,81,69,32,22,13,0,319,286,0,111,15,167,189,23,100,0,0,0,1,2,0,1,2,0,1,5,0,2,0,3,1,0,0,1,4,1,4,9,6,7,3,0,17,18,0,5,0,21,8,0,1
02/25/2022,186,5,14,41,45,35,18,19,15,8,4,1,95,91,0,31,7,33,64,12,39,0,0,0,0,1,1,0,3,0,3,2,0,2,0,0,3,0,0,0,2,2,1,2,2,2,2,1,6,8,0,2,0,5,6,0,1
01/27/2023,395,0,27,105,47,59,49,52,42,30,11,0,234,161,0,143,15,118,81,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,2,6,7,4,0,16,11,0,8,1,8,8,2,0
09/24/2022,206,2,16,27,41,36,27,24,31,12,8,0,126,80,0,40,12,68,56,8,22,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,1,2,0,1,1,3,2,6,0,12,4,0,1,0,9,6,0,0
09/04/2022,252,2,30,43,38,43,34,37,23,19,15,0,132,120,0,64,5,77,60,12,34,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,1,0,0,2,3,3,4,1,3,4,10,0,17,13,0,9,3,7,8,2,1
05/06/2022,1065,1,23,229,214,217,168,105,80,33,19,0,581,481,3,196,109,164,373,56,167,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,4,3,5,1,3,5,0,9,14,0,6,0,10,5,2,0
04/17/2021,438,6,51,70,98,96,78,46,24,14,12,0,236,202,0,132,25,161,82,12,26,0,0,0,2,2,1,0,1,0,1,5,0,1,1,4,0,0,0,1,4,3,9,11,5,9,9,0,29,22,0,9,2,32,6,1,1
11/15/2020,833,13,122,85,191,160,139,110,84,35,28,1,443,390,0,251,29,158,263,45,87,0,0,0,0,0,5,4,4,0,7,6,0,7,1,4,1,0,0,4,8,8,17,12,24,26,23,0,69,53,0,43,2,50,19,6,2
10/10/2020,442,5,30,40,115,107,67,59,35,9,10,0,230,212,0,169,10,56,144,19,44,0,0,0,0,1,2,1,1,0,3,2,0,0,1,2,2,0,0,0,2,1,4,5,2,8,8,0,14,16,0,8,0,10,10,2,0
07/03/2022,449,1,34,51,101,89,63,54,40,33,18,0,266,182,1,92,30,107,140,19,61,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,3,1,2,6,10,8,0,19,15,0,7,3,16,8,0,0
11/30/2020,2389,23,120,282,556,500,371,319,199,98,64,0,1271,1115,3,963,96,419,532,89,290,0,0,0,2,2,4,10,5,0,10,13,0,6,1,7,8,1,0,3,13,9,10,15,20,29,21,0,65,55,0,37,11,41,27,3,1
08/24/2021,570,3,32,114,158,123,65,45,27,25,12,1,295,274,1,109,21,162,166,18,94,0,0,0,0,1,0,1,1,0,1,2,0,2,0,0,1,0,0,1,3,4,3,5,9,4,3,0,16,16,0,4,1,17,9,1,0
04/07/2022,509,3,9,103,118,123,76,47,24,14,3,1,279,228,2,84,47,61,195,37,85,0,0,0,0,2,1,0,0,0,2,1,0,1,0,1,1,0,0,0,2,1,0,1,3,1,1,0,5,4,0,4,0,2,3,0,0
06/25/2022,513,1,30,67,99,82,90,70,63,28,14,0,287,216,10,108,38,120,139,23,85,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,3,5,6,2,6,0,16,14,0,5,1,15,9,0,0
11/06/2020,2789,10,119,342,799,572,410,336,217,71,42,0,1474,1312,3,1127,81,438,725,114,304,0,0,1,1,2,3,0,3,0,4,6,0,4,0,5,1,0,0,4,8,8,16,31,14,20,18,0,61,58,0,38,3,49,21,7,1
08/15/2022,736,1,37,97,115,134,126,113,70,49,32,0,435,298,3,194,44,198,166,27,107,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5,3,5,0,3,3,8,10,0,24,13,0,9,1,19,8,0,0
11/22/2022,491,0,34,51,73,100,50,68,62,64,23,0,287,202,2,116,22,160,116,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,3,6,9,8,0,18,16,0,5,2,15,9,3,0
02/04/2022,582,11,36,152,128,84,73,63,47,16,19,0,321,260,1,157,45,87,162,37,94,0,0,0,0,4,0,3,4,0,6,5,0,3,0,5,3,0,0,0,3,5,1,8,4,4,11,0,20,16,0,11,0,12,11,1,1
08/15/2021,286,5,31,49,61,79,34,30,20,8,5,0,138,147,1,59,21,74,96,7,29,0,1,0,1,2,0,1,0,0,2,3,0,0,0,4,1,0,0,1,3,5,5,5,6,3,3,0,13,18,0,10,0,15,5,0,1
05/28/2022,613,2,32,91,114,132,94,66,55,40,21,0,349,264,0,138,42,101,202,37,93,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,1,3,4,2,2,4,7,9,0,22,10,0,5,1,14,10,1,1
07/31/2020,392,2,23,46,112,82,64,42,31,8,7,0,208,181,3,192,7,80,81,10,22,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,3,5,1,2,7,3,1,0,13,10,0,7,1,12,3,0,0
09/16/2022,424,0,30,82,68,58,59,46,50,36,25,0,242,180,2,114,17,121,101,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,3,7,8,0,15,15,0,5,2,17,5,1,0
01/21/2022,1609,25,94,391,306,285,199,167,139,64,58,0,884,721,4,391,109,268,444,86,311,0,0,0,0,5,3,2,15,0,13,12,0,4,1,12,8,0,0,3,6,6,9,9,18,18,25,0,49,45,0,23,3,31,31,3,3
03/24/2020,350,2,118,1,59,67,58,56,61,34,14,0,158,192,0,63,15,158,86,9,19,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,1,3,10,14,28,27,22,13,0,47,71,0,22,0,75,16,5,0
02/15/2021,258,7,17,35,63,59,35,29,21,13,3,0,128,130,0,69,16,50,87,12,24,0,0,0,0,1,1,3,2,0,4,3,0,1,0,3,3,0,0,0,0,4,1,1,7,3,1,0,6,11,0,2,1,10,3,0,1
03/19/2020,185,2,35,5,34,47,36,25,18,18,2,0,88,97,0,22,10,80,64,6,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,2,7,9,6,9,1,0,15,20,0,4,1,22,7,1,0
10/06/2020,558,2,28,61,176,105,93,70,32,16,5,0,292,265,1,227,14,70,176,20,51,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,5,5,5,3,5,3,1,0,10,18,0,11,1,8,6,1,1
04/02/2022,205,0,7,37,42,49,34,20,12,11,0,0,115,86,4,14,20,19,91,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,1,0,4,3,0,2,0,4,1,0,0
11/14/2020,1400,16,100,168,320,277,239,173,126,76,21,0,714,685,1,441,55,243,408,62,191,0,0,0,2,1,5,6,2,0,7,9,0,6,0,7,3,0,0,3,4,6,14,19,16,27,11,0,47,53,0,32,2,33,26,6,1
02/01/2021,608,9,31,79,150,114,95,88,44,22,16,0,318,290,0,230,19,105,166,27,61,0,0,0,0,1,5,0,3,0,7,2,0,3,0,4,2,0,0,0,2,2,1,5,8,7,6,0,19,12,0,9,0,15,5,2,0
05/20/2021,248,4,36,49,47,54,35,27,22,13,1,0,132,116,0,57,6,118,33,7,27,0,0,0,0,0,0,1,3,0,3,1,0,0,1,3,0,0,0,1,3,8,4,7,10,1,2,0,16,20,0,5,0,28,3,0,0
01/03/2023,527,0,49,56,93,90,69,81,61,44,33,0,301,225,1,144,28,147,128,27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,7,7,10,10,0,23,26,0,16,1,20,7,5,0
04/26/2021,647,6,46,119,153,142,95,91,31,10,6,0,351,296,0,175,21,265,96,19,71,0,0,0,0,0,2,1,3,0,4,2,0,2,0,1,3,0,0,0,3,7,10,7,12,3,4,0,26,20,0,10,1,27,7,0,1
11/02/2020,2323,15,103,271,555,507,372,311,186,75,46,0,1188,1127,8,910,61,385,571,90,306,0,0,0,0,0,2,5,8,0,6,9,0,1,1,5,8,0,0,1,5,11,15,21,19,16,15,0,50,53,0,29,3,40,26,1,4
04/09/2021,769,5,53,137,221,149,112,73,52,17,8,0,413,356,0,197,27,242,208,23,72,0,0,0,1,2,0,0,2,0,1,4,0,2,1,0,2,0,0,1,5,4,11,13,9,6,4,0,30,23,0,10,1,24,13,5,0
06/08/2020,273,15,42,21,63,48,49,40,24,15,13,0,136,135,2,148,3,52,39,8,23,0,0,1,1,2,2,3,6,0,6,9,0,5,1,5,3,1,0,2,7,2,6,9,5,5,6,0,22,20,0,15,2,15,8,2,0
04/09/2022,281,1,13,52,47,79,37,23,17,19,7,0,143,132,6,39,26,27,126,16,47,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,3,0,2,3,2,0,5,8,0,2,0,5,5,1,0
12/29/2022,526,3,57,63,87,84,80,61,66,41,44,0,313,210,3,125,32,161,131,14,63,0,0,0,0,1,0,1,1,0,1,2,0,0,0,1,2,0,0,3,2,3,3,8,10,12,16,0,32,25,0,11,3,27,15,1,0
02/18/2022,281,4,17,44,85,64,34,22,20,9,3,0,143,138,0,48,26,44,99,9,55,0,0,0,0,0,1,1,2,0,1,3,0,0,1,1,2,0,0,1,2,3,2,2,2,4,1,0,7,10,0,4,1,9,3,0,0
10/24/2022,616,2,24,105,84,95,78,76,88,60,30,0,360,256,0,149,42,190,128,33,74,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,2,3,0,9,4,5,0,15,9,0,5,0,15,3,1,0
05/23/2020,328,30,91,31,63,58,54,54,35,19,14,0,177,150,1,144,9,84,37,11,43,0,1,1,1,2,4,9,12,0,16,14,0,10,0,9,11,0,0,3,8,7,14,12,22,9,16,0,37,54,0,35,3,38,8,3,4
01/24/2021,338,16,37,34,81,71,46,43,30,23,10,0,170,168,0,74,18,65,132,14,35,0,0,0,1,2,2,8,3,0,11,5,0,6,1,7,2,0,0,0,3,0,4,6,7,10,7,0,17,20,0,8,3,14,8,3,1
09/27/2022,369,1,27,80,51,51,62,51,34,23,17,0,206,163,0,99,24,94,95,19,38,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,3,2,0,3,8,6,0,10,17,0,7,0,11,7,2,0
09/29/2020,381,6,25,47,105,72,65,45,26,17,4,0,197,184,0,178,15,46,100,13,29,0,0,1,0,0,3,1,1,0,2,4,0,3,0,2,1,0,0,1,1,6,2,5,5,2,3,0,12,13,0,11,2,7,4,0,1
09/06/2020,143,2,11,16,44,30,17,18,10,3,5,0,72,71,0,57,0,29,46,4,7,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,2,0,3,2,2,0,7,4,0,4,0,5,2,0,0
04/06/2022,598,0,7,114,159,140,75,58,22,24,6,0,332,261,5,84,62,64,256,45,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,6,1,0,2,0,1,4,0,0
03/30/2021,736,3,37,92,258,145,90,77,57,12,5,0,377,359,0,169,42,163,283,19,60,0,0,1,0,0,0,1,1,0,0,3,0,1,1,0,1,0,0,0,4,2,8,7,11,3,2,0,22,15,0,12,0,17,7,1,0
11/20/2020,2300,32,123,328,528,432,371,267,192,109,73,0,1196,1101,3,854,70,392,543,85,356,0,0,0,5,2,8,3,14,0,16,16,0,14,1,10,7,0,0,5,3,5,21,20,29,19,21,0,67,55,1,29,5,56,26,4,3
07/11/2021,69,2,6,18,13,15,8,11,1,3,0,0,34,35,0,9,2,15,24,4,15,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,3,0,0,0,1,0,6,0,0,0,0,4,2,0,0
02/26/2023,178,2,19,28,32,31,25,17,17,16,12,0,106,72,0,41,11,45,44,7,30,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,3,0,2,3,1,1,4,5,0,11,8,0,9,0,6,3,0,1
